GameId,Blue_Kills,Blue_Assists,Blue_Deaths,Blue_Total_Level,Blue_Total_gold,Blue_first_blood,Blue_first_dragon,Blue_dragon_kills,Blue_first_riftherald,Blue_riftherald_kills,Blue_first_baron,Blue_baron_kills,Blue_first_tower,Blue_tower_destroyed,Blue_first_inhibitor,Blue_inhibitor_destroyed,Red_Kills,Red_Assists,Red_Deaths,Red_Total_Level,Red_Total_gold,Red_first_blood,Red_first_dragon,Red_dragon_kills,Red_first_riftherald,Red_riftherald_kills,Red_first_baron,Red_baron_kills,Red_first_tower,Red_tower_destroyed,Red_first_inhibitor,Red_inhibitor_destroyed,Win
KR_6539268882,46,125,45,77,56098,0,0,0,0,0,0,0,0,0,0,0,45,118,46,78,59895,1,0,0,0,0,0,0,1,4,1,1,0
KR_6540939437,43,109,58,76,58147,0,0,0,0,0,0,0,1,2,0,1,58,142,43,82,64981,1,0,0,0,0,0,0,0,4,1,1,0
KR_6536327671,27,51,27,68,50442,0,1,2,0,0,1,1,0,3,0,0,27,48,27,65,50833,1,0,1,1,2,0,0,1,6,0,0,1
KR_6536322870,14,26,31,69,54347,0,0,0,0,0,0,0,0,2,0,0,31,66,14,81,67351,1,1,5,1,2,1,2,1,9,1,3,0
KR_6526262290,29,29,11,49,36025,1,1,1,1,1,0,0,0,4,0,0,11,12,29,43,26564,0,0,0,0,0,0,0,1,1,0,0,1
KR_6540339741,8,6,18,48,26960,0,0,0,1,1,0,0,0,0,0,0,18,15,8,52,33007,1,1,2,0,1,0,0,1,2,0,0,0
KR_6525589300,27,40,33,82,67821,1,1,4,0,1,0,1,0,9,0,1,33,57,28,79,61276,0,0,1,1,1,1,1,1,7,1,1,1
KR_6534027932,49,72,31,82,76685,1,0,4,1,2,1,2,1,11,1,3,31,49,49,80,66858,0,1,1,0,0,0,0,0,3,0,0,1
KR_6539027035,8,7,19,51,30467,1,0,1,0,0,0,0,0,0,0,0,19,22,8,55,40665,0,1,1,1,2,0,0,1,9,1,1,0
KR_6518092021,21,35,6,57,39416,1,1,2,1,2,0,0,1,3,0,0,6,7,21,52,32458,0,0,0,0,0,0,0,0,1,0,0,1
KR_6541789727,44,71,41,84,71029,1,0,2,1,2,1,2,1,4,0,0,41,69,44,86,72362,0,1,3,0,0,0,1,0,9,1,1,0
KR_6542977561,33,40,24,76,61311,0,1,3,1,1,1,1,1,7,1,1,24,42,33,69,55597,1,0,1,0,1,0,0,0,2,0,0,1
KR_6534766397,12,15,22,43,26815,0,0,0,0,0,0,0,0,0,0,0,22,26,12,48,33246,1,1,1,1,1,0,0,1,1,0,0,0
KR_6526271630,34,57,22,74,60337,1,0,2,1,2,1,1,1,9,1,1,22,39,34,68,53823,0,1,1,0,0,0,0,0,5,0,0,1
KR_6537559394,35,54,15,65,55077,1,1,1,1,2,1,1,1,10,1,2,15,33,35,57,39138,0,0,1,0,0,0,0,0,0,0,0,1
KR_6520486422,23,28,37,64,46518,1,1,1,0,0,0,0,0,2,0,0,37,43,23,72,55708,0,0,2,1,2,1,1,1,8,1,1,0
KR_6534859585,61,133,64,90,79133,1,0,0,0,0,0,0,0,2,0,1,64,138,61,90,80060,0,0,0,0,0,0,0,1,4,1,2,0
KR_6542234472,57,67,30,83,75808,1,0,1,1,2,0,0,1,9,1,2,30,37,57,77,63484,0,1,3,0,0,1,1,0,2,0,0,1
KR_6538707702,19,22,25,53,39210,1,0,0,1,1,0,0,1,2,0,0,25,45,19,58,43433,0,1,2,0,1,0,0,0,7,1,2,0
KR_6526430624,30,25,33,74,58214,1,0,1,0,0,1,1,1,4,0,0,32,43,30,75,59939,0,1,3,1,2,0,0,0,8,1,1,0
KR_6540887806,22,21,32,56,39926,0,1,2,0,0,0,0,0,2,0,0,32,43,22,60,46897,1,0,1,1,2,0,0,1,3,0,0,0
KR_6539829490,48,118,37,79,60665,1,0,0,0,0,0,0,1,4,1,1,37,86,48,75,55458,0,0,0,0,0,0,0,0,0,0,0,1
KR_6517228136,19,28,10,49,34199,1,1,2,1,1,0,0,1,3,0,0,10,8,19,46,27702,0,0,0,0,0,0,0,0,0,0,0,1
KR_6533337305,8,13,19,59,38019,0,0,1,1,1,0,0,0,2,0,0,19,26,8,65,45445,1,1,2,0,1,0,0,1,8,1,1,0
KR_6519751884,46,66,24,72,60133,1,0,0,1,2,0,0,1,8,1,1,24,33,46,66,51522,0,1,3,0,0,0,0,0,2,0,0,1
KR_6540404616,19,26,14,72,52883,1,1,2,0,1,1,1,0,6,1,1,14,23,19,66,45127,0,0,1,1,1,0,0,1,2,0,0,1
KR_6536693348,21,12,37,68,52811,0,0,0,1,1,0,0,1,4,0,0,37,58,21,77,62591,1,1,4,0,0,1,1,0,10,1,2,0
KR_6536759923,18,31,34,80,63254,0,1,1,0,0,0,0,0,8,1,2,34,53,18,84,68100,1,0,4,1,2,1,2,1,6,0,0,1
KR_6543220700,9,13,17,50,33150,1,0,0,1,1,0,0,1,1,0,0,17,34,9,54,36101,0,1,2,0,1,0,0,0,2,0,0,0
KR_6540046877,55,144,41,78,60401,0,0,0,0,0,0,0,1,4,1,1,41,101,55,74,53401,1,0,0,0,0,0,0,0,1,0,0,1
KR_6538199021,42,109,41,84,74268,0,0,0,1,2,0,1,1,7,0,2,41,83,42,81,72910,1,1,5,0,0,1,1,0,10,1,3,1
KR_6540886818,25,37,41,60,43003,1,0,0,0,0,0,0,0,1,0,0,41,60,25,66,55112,0,1,2,1,1,0,0,1,8,1,2,0
KR_6528482185,22,26,9,60,44108,0,1,3,1,2,0,0,1,7,1,1,9,7,22,52,32427,1,0,0,0,0,0,0,0,1,0,0,1
KR_6531862465,40,80,23,76,64719,0,0,3,0,0,1,1,0,9,1,2,23,39,40,67,51928,1,1,1,1,2,0,0,1,2,0,0,1
KR_6528576399,17,30,25,77,57986,0,0,0,0,0,0,0,0,5,0,0,25,31,17,80,67468,1,1,3,1,2,1,1,1,10,1,2,0
KR_6539291873,22,28,34,65,47406,0,0,1,0,0,0,0,0,0,0,0,34,58,22,73,62449,1,1,2,1,2,1,1,1,10,1,2,0
KR_6541318737,70,156,73,90,81362,1,0,0,0,0,0,0,0,3,1,1,73,180,70,90,83727,0,0,0,0,0,0,0,1,4,0,1,0
KR_6539880236,24,41,16,58,44749,1,1,1,0,1,0,0,1,4,0,0,16,16,24,54,36430,0,0,1,1,1,0,0,0,2,0,0,1
KR_6532766701,39,91,48,73,51837,0,0,0,0,0,0,0,0,1,0,0,48,96,39,73,55357,1,0,0,0,0,0,0,1,2,1,1,0
KR_6539552146,20,28,18,67,49262,0,0,2,1,1,1,1,1,8,1,2,18,13,20,62,40511,1,1,1,0,0,0,0,0,2,0,0,1
KR_6542220674,33,42,22,78,63995,0,0,3,1,2,0,1,1,7,1,1,22,41,33,74,58974,1,1,1,0,0,1,1,0,3,0,0,1
KR_6533199932,19,26,36,65,46822,0,0,0,0,0,0,0,0,1,0,0,36,34,19,72,56448,1,1,3,1,2,1,1,1,9,1,1,0
KR_6509394657,30,58,22,77,62183,0,0,2,1,2,1,1,1,8,1,1,22,38,30,71,56225,1,1,1,0,0,0,0,0,4,0,0,1
KR_6538654176,37,78,35,78,70898,1,0,1,1,1,1,2,1,10,1,2,35,80,37,71,59558,0,1,3,0,0,0,0,0,2,0,0,1
KR_6521202720,25,45,15,68,51515,0,0,1,1,2,1,1,1,8,1,1,15,23,25,62,43301,1,1,1,0,0,0,0,0,2,0,0,1
KR_6540493442,23,22,10,55,41497,1,1,2,1,1,0,0,1,6,1,1,10,13,23,50,30351,0,0,0,0,0,0,0,0,0,0,0,1
KR_6540582158,53,56,54,89,88667,1,1,3,0,1,1,2,0,9,0,3,54,82,53,88,84610,0,0,2,1,1,0,0,1,9,1,3,1
KR_6536114928,15,17,23,45,29035,1,0,0,0,0,0,0,0,1,0,0,23,22,15,51,34009,0,1,2,0,0,0,0,1,2,0,0,0
KR_6539768118,35,73,23,68,49007,1,0,0,0,0,0,0,1,1,0,0,23,49,35,64,45037,0,0,0,0,0,0,0,0,0,0,0,1
KR_6532573648,43,60,31,80,70699,1,0,4,1,1,1,2,0,11,1,3,31,48,44,75,60698,0,1,1,0,1,0,0,1,2,0,0,1
KR_6537410473,70,166,71,90,83400,0,0,0,0,0,0,0,1,4,1,1,71,163,70,90,84292,1,0,0,0,0,0,0,0,2,0,1,1
KR_6520794485,24,19,29,75,59628,0,0,3,1,2,1,1,1,6,1,1,29,46,24,80,65429,1,1,1,0,0,0,1,0,10,0,2,0
KR_6543173171,31,33,10,62,48451,1,1,2,1,2,0,0,1,9,1,1,10,11,31,53,33367,0,0,0,0,0,0,0,0,1,0,0,1
KR_6531131934,46,60,42,77,70753,1,0,2,1,2,1,1,1,10,1,3,42,79,46,80,68162,0,1,2,0,0,0,1,0,4,0,0,1
KR_6532502991,11,11,25,41,23420,0,0,0,0,0,0,0,0,0,0,0,25,27,11,50,38084,1,1,2,1,1,0,0,1,3,0,0,0
KR_6539346872,35,50,31,74,61706,0,1,2,0,0,0,0,0,9,1,1,31,39,35,72,57348,1,0,2,1,2,1,1,1,5,0,0,1
KR_6538506232,70,179,54,90,77310,1,0,0,0,0,0,0,1,4,1,2,54,84,70,89,68535,0,0,0,0,0,0,0,0,0,0,0,1
KR_6535205410,25,28,12,54,38805,1,1,1,0,1,0,0,1,3,0,0,12,11,25,49,32250,0,0,1,1,1,0,0,0,2,0,0,1
KR_6517358093,25,44,22,80,64405,0,1,3,1,1,0,1,1,4,0,0,22,42,25,79,63029,1,0,2,0,1,1,1,0,7,1,1,0
KR_6539943533,24,30,34,77,65035,1,0,0,0,1,0,0,1,4,0,0,34,61,24,85,72432,0,1,4,1,1,1,2,0,10,1,2,0
KR_6541213052,35,66,36,76,65132,1,0,2,0,1,1,1,0,6,1,1,36,72,35,82,68850,0,1,3,1,1,0,1,1,7,0,1,0
KR_6534320754,8,14,19,54,31315,0,0,0,1,1,0,0,0,0,0,0,19,25,8,59,39653,1,1,2,0,0,0,0,1,3,0,0,0
KR_6530284145,19,35,37,57,42964,0,0,0,1,2,0,0,0,2,0,0,37,49,19,66,55616,1,1,3,0,0,1,1,1,9,1,2,0
KR_6539138562,15,16,28,52,36373,1,0,0,1,1,0,0,0,1,0,0,28,36,15,57,45082,0,1,2,0,1,0,0,1,5,0,0,0
KR_6538736984,20,27,29,73,52354,0,0,3,1,1,0,0,1,2,0,0,29,52,20,80,62868,1,1,2,0,1,1,2,0,11,1,3,0
KR_6516418500,38,61,27,67,53661,0,0,2,1,2,0,0,1,4,0,0,27,29,38,59,42855,1,1,1,0,0,0,0,0,2,0,0,1
KR_6532753145,19,18,35,64,52153,1,0,1,1,1,0,0,0,6,0,1,35,47,19,75,59669,0,1,2,0,1,1,1,1,9,1,2,0
KR_6520746066,49,95,40,68,48788,0,0,0,0,0,0,0,1,3,1,1,40,88,49,63,43171,1,0,0,0,0,0,0,0,0,0,0,1
KR_6541182728,10,8,17,46,25808,1,1,1,1,1,0,0,0,0,0,0,17,17,10,50,31316,0,0,0,0,0,0,0,1,2,0,0,0
KR_6540240809,27,70,33,73,61502,1,1,1,1,1,1,2,0,6,0,0,33,75,27,76,64793,0,0,4,0,1,0,0,1,9,1,1,0
KR_6532041091,43,73,34,89,75634,0,1,4,1,1,0,1,1,8,1,1,34,41,43,80,72573,1,0,1,0,0,1,1,0,5,0,0,1
KR_6532992725,4,9,16,44,22051,0,0,0,0,0,0,0,0,0,0,0,16,22,4,49,33046,1,1,2,1,1,0,0,1,4,0,0,0
KR_6539404958,35,82,52,72,55833,1,0,0,0,0,0,0,1,1,0,0,52,128,35,80,62068,0,0,0,0,0,0,0,0,4,1,2,0
KR_6540163851,0,0,0,5,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2500,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539332828,10,15,30,74,60116,1,1,2,1,1,1,1,1,6,0,0,30,67,10,83,64873,0,0,3,0,1,0,1,0,9,1,2,0
KR_6512515817,15,14,37,47,31240,0,0,0,0,0,0,0,0,0,0,0,37,40,15,55,43615,1,1,1,1,1,0,0,1,3,0,0,0
KR_6542586995,51,121,38,88,69812,1,0,0,0,0,0,0,1,4,1,2,38,110,51,85,65391,0,0,0,0,0,0,0,0,1,0,0,1
KR_6540080587,40,107,48,79,60807,0,0,0,0,0,0,0,0,1,0,0,48,114,40,85,65584,1,0,0,0,0,0,0,1,4,1,1,0
KR_6538702531,15,17,26,45,28771,0,0,0,0,0,0,0,0,0,0,0,26,29,15,51,38778,1,1,2,1,1,0,0,1,4,0,0,0
KR_6541729630,13,12,20,47,29585,0,0,0,1,1,0,0,0,0,0,0,20,13,13,53,37336,1,1,1,0,0,0,0,1,4,0,0,0
KR_6539728196,19,46,7,64,47638,1,1,3,0,1,1,1,0,7,1,1,7,11,19,55,38733,0,0,0,1,1,0,0,1,3,0,0,1
KR_6538719104,61,119,61,90,72231,0,0,0,0,0,0,0,1,4,1,2,61,133,61,89,68299,1,0,0,0,0,0,0,0,2,0,0,1
KR_6541739889,49,25,9,62,45517,1,0,0,1,1,0,0,1,10,1,2,9,13,49,50,23233,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539477492,43,107,53,74,55228,0,0,0,0,0,0,0,0,1,0,0,53,140,43,80,60486,1,0,0,0,0,0,0,1,4,1,1,0
KR_6543280030,28,48,12,67,50230,1,1,3,0,1,1,1,1,5,1,1,12,21,28,57,37181,0,0,0,1,1,0,0,0,0,0,0,1
KR_6530569528,5,4,12,47,24693,1,0,0,0,0,0,0,0,1,0,0,12,18,5,48,29951,0,1,2,1,1,0,0,1,2,0,0,0
KR_6539767518,21,50,33,51,34560,0,0,0,0,0,0,0,0,0,0,0,33,91,21,58,41934,1,0,0,0,0,0,0,1,4,1,1,0
KR_6520142325,42,71,39,86,77118,1,1,3,0,1,0,1,1,7,0,1,39,64,42,85,76404,0,0,2,1,1,1,1,0,9,1,2,1
KR_6538614457,34,51,51,78,67003,0,1,1,0,0,0,1,1,3,0,0,51,78,34,83,75789,1,0,3,1,2,1,1,0,11,1,3,0
KR_6543066687,14,17,30,54,37461,1,0,0,0,0,0,0,0,2,0,0,30,35,14,60,48704,0,1,2,1,1,0,0,1,6,0,0,0
KR_6520468568,29,46,17,65,47826,1,0,1,0,1,1,1,0,4,0,0,17,19,29,59,42963,0,1,2,1,1,0,0,1,4,0,0,1
KR_6538720895,12,21,25,51,32410,1,0,0,0,0,0,0,0,0,0,0,25,29,12,55,42765,0,1,2,1,2,0,0,1,3,0,0,0
KR_6540934873,60,141,35,81,61035,1,0,0,0,0,0,0,1,4,1,1,35,74,60,72,51532,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539677063,26,21,16,71,52991,0,1,2,1,2,1,1,0,7,1,1,16,11,26,64,42566,1,0,0,0,0,0,0,1,2,0,0,1
KR_6523440782,38,59,22,82,68974,1,0,3,1,2,1,1,1,10,1,2,22,34,38,76,60149,0,1,1,0,0,0,0,0,5,0,0,1
KR_6541050175,18,32,7,62,44158,1,1,3,1,1,0,0,1,3,0,0,7,7,18,60,37553,0,0,1,0,1,0,0,0,2,0,0,1
KR_6538775607,53,115,61,90,82976,1,0,0,0,0,0,0,0,2,1,1,61,116,53,90,86551,0,0,0,0,0,0,0,1,4,0,2,0
KR_6540648585,23,32,36,57,41737,1,1,1,0,0,0,0,0,0,0,0,36,59,23,65,53890,0,0,2,1,2,1,1,1,8,1,1,0
KR_6541280102,33,72,13,75,59682,1,1,3,0,1,1,1,0,9,1,1,13,26,33,66,47689,0,0,0,1,1,0,0,1,2,0,0,1
KR_6543123402,16,20,5,53,34277,1,1,2,1,1,0,0,1,2,0,0,5,6,16,51,28056,0,0,0,0,0,0,0,0,0,0,0,1
KR_6541880647,13,21,23,68,46867,1,0,1,1,1,0,0,0,2,0,0,23,53,13,72,57640,0,1,3,0,1,1,1,1,7,1,1,0
KR_6511498156,27,30,12,65,49791,0,1,3,1,2,1,1,1,7,1,1,12,21,27,57,37152,1,0,0,0,0,0,0,0,1,0,0,1
KR_6541437521,56,137,47,81,62740,1,0,0,0,0,0,0,1,4,1,1,47,85,56,78,56251,0,0,0,0,0,0,0,0,0,0,0,1
KR_6536365612,37,56,23,78,65651,1,1,2,0,0,1,2,0,10,1,3,23,56,37,72,58551,0,0,1,1,2,0,0,1,4,0,0,1
KR_6530993458,20,17,1,49,31813,1,1,2,1,1,0,0,1,3,0,0,1,0,20,43,20737,0,0,0,0,0,0,0,0,0,0,0,1
KR_6534013499,21,25,9,53,37986,0,1,2,0,1,0,0,1,3,0,0,9,10,21,49,30987,1,0,0,1,1,0,0,0,0,0,0,1
KR_6528833411,20,30,10,50,34289,1,0,0,1,1,0,0,1,2,0,0,10,8,20,46,27020,0,1,2,0,0,0,0,0,0,0,0,1
KR_6527519283,46,108,58,84,65278,1,0,0,0,0,0,0,0,1,0,0,58,115,46,89,70069,0,0,0,0,0,0,0,1,4,1,1,0
KR_6523633539,30,51,21,69,56061,1,1,2,1,2,1,1,1,11,1,2,21,35,30,62,44471,0,0,0,0,0,0,0,0,1,0,0,1
KR_6523349063,23,29,13,66,48056,0,0,1,1,2,1,1,1,8,1,1,13,28,23,57,37121,1,1,1,0,0,0,0,0,1,0,0,1
KR_6540990949,35,81,48,68,48728,0,0,0,0,0,0,0,0,0,0,0,48,119,35,74,55865,1,0,0,0,0,0,0,1,4,1,2,0
KR_6536548605,23,49,33,58,38945,1,0,0,0,0,0,0,0,0,0,0,33,66,23,62,43087,0,0,0,0,0,0,0,1,1,0,0,0
KR_6528495851,29,31,16,71,57820,1,0,2,1,2,1,1,1,10,1,2,16,18,29,64,44507,0,1,1,0,0,0,0,0,2,0,0,1
KR_6526287817,39,65,58,79,68008,0,0,0,0,1,1,1,0,4,0,0,58,59,39,84,77785,1,1,4,1,1,0,1,1,10,1,2,0
KR_6540924667,23,39,32,73,56041,0,0,1,0,0,0,0,1,3,0,0,32,45,23,79,62092,1,1,3,1,2,1,1,0,8,1,1,0
KR_6542250786,51,111,63,87,67635,1,0,0,0,0,0,0,1,1,0,0,63,151,51,90,71842,0,0,0,0,0,0,0,0,4,1,2,0
KR_6530068769,16,15,5,49,31279,0,1,2,1,1,0,0,1,1,0,0,5,4,16,47,25527,1,0,0,0,0,0,0,0,0,0,0,1
KR_6525869304,34,49,31,73,59814,0,1,2,1,1,0,0,1,11,1,4,31,38,34,70,54029,1,0,1,0,0,0,0,0,1,0,0,1
KR_6532575061,29,41,11,63,49242,1,1,2,1,2,1,1,1,8,1,1,11,11,29,55,36374,0,0,0,0,0,0,0,0,1,0,0,1
KR_6510104197,42,51,33,79,67701,1,0,1,1,2,1,2,1,9,1,2,33,55,42,75,60745,0,1,3,0,0,0,0,0,3,0,0,1
KR_6530187727,5,3,24,42,23384,0,0,0,0,0,0,0,0,0,0,0,24,21,5,49,33860,1,1,2,1,1,0,0,1,3,0,0,0
KR_6543162608,11,16,24,52,36622,0,0,0,1,1,0,0,1,4,0,0,24,31,11,57,43493,1,1,2,0,1,0,0,0,7,1,1,0
KR_6538823530,34,88,41,72,51012,1,0,0,0,0,0,0,0,0,0,0,41,101,34,74,55492,0,0,0,0,0,0,0,1,3,1,1,0
KR_6528049890,26,34,7,75,59672,1,1,4,0,1,1,1,1,11,1,3,7,8,26,68,45535,0,0,0,1,1,0,0,0,0,0,0,1
KR_6537092180,39,125,25,71,51713,0,0,0,0,0,0,0,1,2,1,1,25,65,39,65,46562,1,0,0,0,0,0,0,0,1,0,0,1
KR_6529680416,3,6,15,48,25676,0,0,1,1,1,0,0,0,0,0,0,15,18,3,51,34498,1,1,1,0,1,0,0,1,4,0,0,0
KR_6531451302,16,19,30,64,42467,1,0,0,0,0,0,0,0,0,0,0,30,45,16,71,56374,0,1,3,1,2,1,1,1,10,1,2,0
KR_6528703270,44,133,27,76,57277,1,0,0,0,0,0,0,1,4,1,1,27,77,44,69,50037,0,0,0,0,0,0,0,0,1,0,0,1
KR_6535615804,10,18,30,61,37991,1,0,0,0,0,0,0,0,0,0,0,30,27,10,66,49917,0,1,3,1,2,0,0,1,10,1,2,0
KR_6535774068,21,23,8,69,54066,1,1,3,1,2,1,1,1,11,1,3,7,17,21,59,34249,0,0,0,0,0,0,0,0,0,0,0,1
KR_6525055688,20,33,30,58,42467,1,1,1,0,1,0,0,0,2,0,0,30,59,20,66,53853,0,0,2,1,1,1,1,1,6,1,1,0
KR_6517923274,16,25,36,67,46783,0,0,1,1,1,0,0,0,1,0,0,36,44,16,74,59033,1,1,3,0,1,1,1,1,11,1,3,0
KR_6538902446,29,51,9,59,45287,1,0,0,1,2,0,0,1,7,1,1,9,14,29,55,34199,0,1,2,0,0,0,0,0,2,0,0,1
KR_6542195752,45,87,38,88,69001,1,0,0,0,0,0,0,1,4,1,2,38,109,45,83,65050,0,0,0,0,0,0,0,0,1,0,0,1
KR_6542838279,8,5,17,43,25346,0,0,0,0,0,0,0,0,0,0,0,17,23,8,46,30873,1,0,0,1,1,0,0,1,2,0,0,0
KR_6538953428,13,10,20,51,30016,0,0,0,0,0,0,0,0,0,0,0,20,18,13,52,35849,1,1,1,1,1,0,0,1,2,0,0,0
KR_6523496129,14,15,24,57,38810,0,0,0,0,0,0,0,0,3,0,0,24,38,14,61,46065,1,1,3,1,2,0,0,1,4,0,0,0
KR_6540453896,31,55,36,79,67484,1,0,2,1,2,0,0,1,3,0,0,36,80,31,83,70236,0,1,3,0,0,1,1,0,7,1,1,0
KR_6513225522,29,40,33,67,52492,0,1,1,1,1,0,0,1,3,0,0,33,50,29,73,58289,1,0,1,0,1,1,1,0,6,1,1,0
KR_6529548848,46,60,34,82,65816,0,1,2,0,0,0,1,0,4,0,0,34,33,46,77,65758,1,0,2,1,2,1,1,1,10,1,3,0
KR_6531274753,31,53,38,72,57994,0,0,1,1,1,1,1,0,2,0,0,38,65,31,74,61556,1,1,3,0,1,0,0,1,7,1,1,0
KR_6531960814,32,56,14,73,61027,1,0,2,1,2,1,1,1,11,1,3,14,27,32,66,44426,0,1,1,0,0,0,0,0,0,0,0,1
KR_6489769876,58,119,53,90,80012,0,0,0,0,0,0,0,1,4,1,2,53,136,58,90,80668,1,0,0,0,0,0,0,0,1,0,0,1
KR_6523509451,8,9,14,52,30246,0,0,0,0,0,0,0,0,0,0,0,14,18,8,58,39923,1,1,3,1,2,0,0,1,5,0,0,0
KR_6542630027,51,123,49,90,71448,0,0,0,0,0,0,0,1,4,1,2,49,92,51,87,68595,1,0,0,0,0,0,0,0,4,0,1,1
KR_6524640112,19,29,35,56,39000,0,0,0,0,0,0,0,0,1,0,0,35,54,19,66,54338,1,1,2,1,2,1,1,1,10,1,2,0
KR_6518573078,54,145,45,89,68903,1,0,0,0,0,0,0,1,1,0,0,45,128,54,89,72308,0,0,0,0,0,0,0,0,4,1,1,0
KR_6537645670,32,45,37,78,65570,1,1,3,1,1,0,0,1,6,0,0,37,76,32,80,67796,0,0,1,0,1,1,2,0,5,1,2,0
KR_6506633196,34,74,27,80,72092,0,0,1,1,2,1,2,1,10,1,2,27,58,34,76,61217,1,1,3,0,0,0,0,0,4,0,0,1
KR_6541952385,40,67,30,86,77162,0,0,3,0,0,1,1,0,8,1,1,30,34,40,82,69985,1,1,2,1,1,0,0,1,4,0,0,1
KR_6534567355,12,18,17,43,25515,1,0,0,1,1,0,0,0,0,0,0,17,22,12,49,33066,0,1,2,0,0,0,0,1,2,0,0,0
KR_6542366768,15,23,4,47,30975,1,1,1,1,1,0,0,1,3,0,0,4,5,15,44,22156,0,0,0,0,0,0,0,0,0,0,0,1
KR_6543164404,25,52,38,66,45285,0,0,0,0,0,0,0,0,0,0,0,38,105,25,70,51053,1,0,0,0,0,0,0,1,3,1,1,0
KR_6533741365,39,88,42,68,46845,1,0,0,0,0,0,0,0,0,0,0,42,98,39,71,51794,0,0,0,0,0,0,0,1,4,1,1,0
KR_6519191125,22,19,36,66,46620,0,1,2,0,0,0,0,0,1,0,0,36,40,22,74,56315,1,0,1,1,2,1,1,1,10,1,1,0
KR_6522364894,44,82,40,78,68365,0,0,2,0,1,0,0,1,7,1,1,40,62,44,75,65045,1,1,2,1,1,1,1,0,4,0,0,1
KR_6541452264,10,16,4,47,30315,0,1,1,1,1,0,0,1,5,0,0,4,7,10,43,23497,1,0,0,0,0,0,0,0,0,0,0,1
KR_6530420189,8,13,16,57,33868,1,0,0,0,0,0,0,1,1,0,0,16,16,8,64,47192,0,1,2,1,2,1,1,0,11,1,3,0
KR_6515964311,10,11,33,54,34592,0,0,0,0,0,0,0,0,1,0,0,33,42,10,63,49173,1,1,2,1,2,0,0,1,8,1,1,0
KR_6525529966,60,161,34,87,68858,1,0,0,0,0,0,0,1,4,1,2,34,71,60,82,62521,0,0,0,0,0,0,0,0,0,0,0,1
KR_6538974268,35,41,14,56,45239,0,1,2,1,2,0,0,1,7,1,1,14,15,35,49,29655,1,0,0,0,0,0,0,0,0,0,0,1
KR_6517694230,39,52,19,77,64497,1,1,3,1,2,1,2,1,9,1,1,19,30,39,66,50417,0,0,0,0,0,0,0,0,2,0,0,1
KR_6539776125,0,0,0,6,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2782,0,0,0,0,0,0,0,0,0,0,0,0
KR_6537995844,16,25,4,66,47701,0,1,3,0,1,1,1,0,10,1,2,4,6,16,58,37105,1,0,0,1,1,0,0,1,3,0,0,1
KR_6536704968,23,33,38,59,43201,1,0,0,0,0,0,0,0,1,0,0,38,52,23,70,58876,0,1,4,1,2,1,1,1,10,1,2,0
KR_6498514144,42,78,28,80,66503,0,0,1,0,1,0,1,0,7,1,1,28,44,42,76,62070,1,1,3,1,1,1,1,1,5,0,0,1
KR_6529130608,10,18,28,49,30031,0,0,0,0,0,0,0,0,0,0,0,28,38,10,54,41704,1,1,1,1,2,0,0,1,5,0,0,0
KR_6539359143,81,215,66,90,84231,1,0,0,0,0,0,0,1,4,1,1,66,122,81,90,82386,0,0,0,0,0,0,0,0,4,0,1,0
KR_6539259146,29,58,27,82,67199,0,1,4,0,1,1,2,1,11,1,2,27,45,29,76,57213,1,0,0,1,1,0,0,0,3,0,0,1
KR_6542085130,37,67,27,75,63566,0,1,3,1,1,1,1,1,11,1,2,27,43,37,65,51759,1,0,1,0,1,0,0,0,4,0,0,1
KR_6505606276,5,4,25,48,28953,0,0,0,0,0,0,0,0,1,0,0,25,22,5,57,40748,1,1,2,1,2,0,0,1,6,1,1,0
KR_6541209042,43,58,21,78,64350,0,1,3,0,1,1,1,1,7,1,1,21,20,43,67,51880,1,0,0,1,1,0,0,0,3,0,0,1
KR_6525582107,30,47,36,76,63580,1,1,1,1,1,0,0,1,9,0,2,36,44,30,79,63571,0,0,3,0,1,1,2,0,6,1,1,1
KR_6540673515,34,60,36,71,58313,1,1,2,0,1,0,0,0,5,0,0,36,58,34,76,66275,0,0,2,1,1,1,2,1,10,1,3,0
KR_6537806637,37,44,22,70,53525,0,1,3,1,2,1,1,0,5,1,1,22,22,37,60,41960,1,0,0,0,0,0,0,1,1,0,0,1
KR_6511297333,29,29,37,63,50128,0,0,1,1,2,0,0,0,3,0,0,37,46,29,71,59745,1,1,2,0,0,1,1,1,8,1,1,0
KR_6536559290,28,62,15,72,58818,0,0,2,0,1,1,1,1,10,1,2,15,19,28,64,47870,1,1,1,1,1,0,0,0,3,0,0,1
KR_6518410348,26,35,38,65,48151,0,1,2,1,1,0,0,1,2,0,0,38,52,26,70,55847,1,0,1,0,1,1,1,0,9,1,2,0
KR_6528728422,7,6,23,43,22244,0,0,0,0,0,0,0,0,0,0,0,23,18,7,51,36953,1,1,2,1,1,0,0,1,3,0,0,0
